rating,gender,location,grade,age,comment
2,F,China,7,44,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
4,F,United States,1,10,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
5,F,India,10,24,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
3,M,China,11,19,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
5,M,United States,5,55,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
5,M,United States,3,69,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
4,M,China,11,70,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
3,M,United States,9,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
1,M,India,9,72,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
1,F,India,7,58,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
2,F,China,3,79,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
1,F,United States,2,58,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
4,M,China,3,75,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
5,F,China,11,46,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
1,F,India,9,8,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
3,F,United States,10,8,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
1,F,India,7,55,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
2,M,China,5,30,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
1,M,India,3,39,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
1,M,United States,2,28,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
5,F,China,4,38,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
1,F,India,2,54,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
5,F,China,6,75,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
4,M,India,11,71,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
3,M,China,1,29,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
3,M,China,12,56,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
3,F,United States,8,49,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
2,F,India,7,77,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
1,F,United States,12,48,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
2,F,China,11,52,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
5,M,India,2,40,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
2,M,United States,12,51,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
4,F,United States,2,67,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
4,M,China,10,31,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
4,M,China,9,68,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
2,F,United States,5,59,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
1,M,China,9,79,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
2,F,China,8,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
2,F,China,9,45,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
4,F,India,6,67,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
2,F,China,11,49,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
2,M,China,1,38,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
1,F,China,8,3,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
1,M,India,4,34,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
1,F,United States,7,19,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
3,M,India,2,16,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
4,F,India,4,58,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
2,F,India,8,74,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
3,F,United States,5,54,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
4,M,United States,8,20,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
3,F,United States,2,18,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
4,F,United States,6,79,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
5,F,India,1,16,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
5,F,China,8,14,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
2,M,China,8,17,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
1,M,China,12,5,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
5,F,India,7,14,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
2,M,India,3,65,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
5,M,United States,9,13,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
1,M,United States,10,34,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
2,F,China,4,41,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
2,M,India,6,46,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
1,F,India,3,82,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
4,F,China,9,11,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
4,M,United States,1,58,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
4,F,China,11,72,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
1,F,United States,12,78,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
2,F,India,12,12,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
3,F,India,12,51,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
5,M,India,5,20,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
1,F,United States,2,37,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
5,M,China,6,15,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
4,F,United States,4,9,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
4,M,India,6,72,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
4,F,United States,6,70,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
3,M,China,3,59,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
4,M,United States,3,44,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
1,M,India,7,67,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
4,F,China,12,38,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
2,F,India,9,37,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
5,F,China,9,20,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
1,M,India,10,59,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
1,F,United States,4,11,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
4,M,China,1,15,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
3,M,China,8,66,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
3,M,China,8,67,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
3,M,India,2,78,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
5,F,China,7,15,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
5,M,India,1,64,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
4,M,United States,7,32,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
2,F,China,6,29,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
4,F,United States,2,12,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
1,M,United States,3,77,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
4,F,United States,6,55,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
1,F,China,10,41,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
5,M,United States,6,19,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
2,F,India,12,32,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
4,F,United States,8,20,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
1,F,United States,9,61,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
2,F,United States,7,30,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
3,F,China,11,2,"Ut fermentum, magna id malesuada tempor, neque turpis pretium dolor, et elementum enim ex ac erat. Mauris tincidunt condimentum nunc, nec viverra mi. Donec a ante nisl. Nunc semper sit amet metus blandit euismod. "
2,M,United States,4,29,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
3,F,India,6,63,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas fringilla pharetra leo in posuere. Proin at sapien sed nibh mattis scelerisque ut at ex. Pellentesque lacus magna, aliquet in dolor et, volutpat commodo nisi. Morbi viverra malesuada eros, viverra condimentum urna luctus sed."
3,M,United States,6,42,"Nunc malesuada non quam mattis tempus. Aenean convallis neque et rhoncus iaculis. Aenean at posuere turpis. Curabitur ullamcorper porta semper. Aenean non luctus nibh. Donec egestas leo nibh, sit amet malesuada sapien consequat eu. Vivamus fermentum velit lorem."
